Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/loginAction?username=47&password=password,6,6,31,31.02389049793904,27.994122996460646,36.87956198700704,762.0,0.019955684827294984,0.019955684827294984,31,31,32,32,37,37,37,37,37,37,37
POST,/loginAction?username=48&password=password,10,10,30,31.07411229866557,28.22600200306624,37.23145698313601,762.0,0.03325947471215831,0.03325947471215831,30,31,32,33,37,37,37,37,37,37,37
POST,/loginAction?username=49&password=password,4,4,30,30.365226011781488,29.996734025189653,30.983722012024373,762.0,0.013303789884863323,0.013303789884863323,30,30,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=5&password=password,4,4,30,30.711913503182586,28.92702500685118,32.18759302399121,762.0,0.013303789884863323,0.013303789884863323,31,31,32,32,32,32,32,32,32,32,32
POST,/loginAction?username=50&password=password,5,5,36,46.84402500279248,30.30043499893509,98.92980800941586,762.0,0.016629737356079154,0.016629737356079154,36,37,37,99,99,99,99,99,99,99,99
POST,/loginAction?username=51&password=password,9,9,31,31.726503440748072,29.157871002098545,41.00464298971929,762.0,0.029933527240942476,0.029933527240942476,31,31,31,32,41,41,41,41,41,41,41
POST,/loginAction?username=52&password=password,4,4,31,30.782060493947938,29.49155800160952,32.19746900140308,762.0,0.013303789884863323,0.013303789884863323,31,31,32,32,32,32,32,32,32,32,32
POST,/loginAction?username=53&password=password,13,13,31,30.60406499963182,28.223146975506097,34.608480986207724,762.0,0.0432373171258058,0.0432373171258058,31,31,31,31,31,35,35,35,35,35,35
POST,/loginAction?username=54&password=password,6,6,30,30.869501667136017,29.11662802216597,34.26930299610831,762.0,0.019955684827294984,0.019955684827294984,30,30,33,33,34,34,34,34,34,34,34
POST,/loginAction?username=55&password=password,8,8,30,30.297628494736273,29.342987982090563,31.068768992554396,762.0,0.026607579769726646,0.026607579769726646,30,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=56&password=password,6,6,31,31.628167164550785,30.295176984509453,35.606446996098384,762.0,0.019955684827294984,0.019955684827294984,31,31,32,32,36,36,36,36,36,36,36
POST,/loginAction?username=57&password=password,6,6,30,29.749226169466663,27.465368999401107,30.8374940068461,762.0,0.019955684827294984,0.019955684827294984,30,30,30,30,31,31,31,31,31,31,31
POST,/loginAction?username=58&password=password,3,3,31,32.112662331201136,30.201918008970097,35.49071398447268,762.0,0.009977842413647492,0.009977842413647492,31,31,35,35,35,35,35,35,35,35,35
POST,/loginAction?username=59&password=password,4,4,31,30.86658900429029,30.166470009135082,31.55367702129297,762.0,0.013303789884863323,0.013303789884863323,31,31,32,32,32,32,32,32,32,32,32
POST,/loginAction?username=6&password=password,10,10,30,30.21862069144845,28.259150014491752,31.478449993301183,762.0,0.03325947471215831,0.03325947471215831,31,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=60&password=password,9,9,30,30.254242113894886,29.306151001947,32.46208498603664,762.0,0.029933527240942476,0.029933527240942476,30,30,30,31,32,32,32,32,32,32,32
POST,/loginAction?username=61&password=password,6,6,30,30.55273200152442,27.859371999511495,33.049631980247796,762.0,0.019955684827294984,0.019955684827294984,32,32,32,32,33,33,33,33,33,33,33
POST,/loginAction?username=62&password=password,9,9,31,30.750617779429174,29.509257001336664,33.11464100261219,762.0,0.029933527240942476,0.029933527240942476,31,31,31,31,33,33,33,33,33,33,33
POST,/loginAction?username=63&password=password,4,4,30,29.595217762107495,28.315818024566397,30.185084993718192,762.0,0.013303789884863323,0.013303789884863323,30,30,30,30,30,30,30,30,30,30,30
POST,/loginAction?username=64&password=password,6,6,30,30.87616716705573,29.29048999794759,35.16614899854176,762.0,0.019955684827294984,0.019955684827294984,30,30,31,31,35,35,35,35,35,35,35
POST,/loginAction?username=65&password=password,5,5,31,30.963982007233426,29.584313015220687,32.195948995649815,762.0,0.016629737356079154,0.016629737356079154,31,31,31,32,32,32,32,32,32,32,32
POST,/loginAction?username=66&password=password,8,8,30,30.41042149925488,29.413254000246525,31.273694010451436,762.0,0.026607579769726646,0.026607579769726646,31,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=67&password=password,7,7,30,30.366198284484977,29.888593999203295,30.86423999047838,762.0,0.023281632298510813,0.023281632298510813,30,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=68&password=password,6,6,30,30.411418328488555,28.846561996033415,32.67745900666341,762.0,0.019955684827294984,0.019955684827294984,30,30,31,31,33,33,33,33,33,33,33
POST,/loginAction?username=69&password=password,7,7,30,30.452280849983385,29.334068996831775,32.775575993582606,762.0,0.023281632298510813,0.023281632298510813,30,30,31,31,33,33,33,33,33,33,33
POST,/loginAction?username=7&password=password,6,6,30,31.251317661372013,29.256545996759087,34.62933999253437,762.0,0.019955684827294984,0.019955684827294984,31,31,33,33,35,35,35,35,35,35,35
POST,/loginAction?username=70&password=password,3,3,30,30.610388319473714,29.95588499470614,31.596524990163743,762.0,0.009977842413647492,0.009977842413647492,30,30,32,32,32,32,32,32,32,32,32
POST,/loginAction?username=71&password=password,3,3,32,32.34302234098626,30.604397994466126,34.01049700914882,762.0,0.009977842413647492,0.009977842413647492,32,32,34,34,34,34,34,34,34,34,34
POST,/loginAction?username=72&password=password,6,6,30,32.16381183301564,29.525135993026197,35.81586401560344,762.0,0.019955684827294984,0.019955684827294984,33,33,34,34,36,36,36,36,36,36,36
POST,/loginAction?username=73&password=password,4,4,30,30.002855251950677,28.16650699242018,31.2623759964481,762.0,0.013303789884863323,0.013303789884863323,30,30,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=74&password=password,4,4,30,30.210356002498884,29.568227007985115,30.920732009690255,762.0,0.013303789884863323,0.013303789884863323,31,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=75&password=password,6,6,31,30.694563829456456,29.811755986884236,31.194932002108544,762.0,0.019955684827294984,0.019955684827294984,31,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=76&password=password,14,14,30,31.091152783899037,27.63577300356701,35.79183999681845,762.0,0.04656326459702163,0.04656326459702163,31,32,32,34,35,36,36,36,36,36,36
POST,/loginAction?username=77&password=password,5,5,30,31.302756594959646,28.89639700879343,36.23402997618541,762.0,0.016629737356079154,0.016629737356079154,30,31,31,36,36,36,36,36,36,36,36
POST,/loginAction?username=78&password=password,5,5,31,31.18153279647231,27.640872984193265,34.44385700277053,762.0,0.016629737356079154,0.016629737356079154,31,33,33,34,34,34,34,34,34,34,34
POST,/loginAction?username=79&password=password,2,2,30.11929101194255,30.2619220019551,30.11929101194255,30.40455299196765,762.0,0.0066518949424316616,0.0066518949424316616,30,30,30,30,30,30,30,30,30,30,30
POST,/loginAction?username=8&password=password,11,11,30,31.36241581523791,28.475191997131333,36.43862600438297,762.0,0.036585422183374135,0.036585422183374135,30,32,34,34,34,36,36,36,36,36,36
POST,/loginAction?username=80&password=password,8,8,30,29.879044250264997,28.110030019888654,31.635368010029197,762.0,0.026607579769726646,0.026607579769726646,30,31,31,31,32,32,32,32,32,32,32
POST,/loginAction?username=81&password=password,4,4,29,31.919340741296764,27.73909899406135,41.14776197820902,762.0,0.013303789884863323,0.013303789884863323,30,30,41,41,41,41,41,41,41,41,41
POST,/loginAction?username=82&password=password,8,8,31,30.83043688093312,29.80383299291134,31.992208998417482,762.0,0.026607579769726646,0.026607579769726646,31,31,32,32,32,32,32,32,32,32,32
POST,/loginAction?username=83&password=password,4,4,31,30.749853991437703,30.176316009601578,31.021173985209316,762.0,0.013303789884863323,0.013303789884863323,31,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=84&password=password,5,5,29,30.146239802706987,28.465597017202526,34.8833579919301,762.0,0.016629737356079154,0.016629737356079154,29,30,30,35,35,35,35,35,35,35,35
POST,/loginAction?username=85&password=password,7,7,30,31.097952571664273,29.289291996974498,34.34057699632831,762.0,0.023281632298510813,0.023281632298510813,30,31,33,33,34,34,34,34,34,34,34
POST,/loginAction?username=86&password=password,3,3,31,31.192097667371854,30.265568988397717,32.640032004565,762.0,0.009977842413647492,0.009977842413647492,31,31,33,33,33,33,33,33,33,33,33
POST,/loginAction?username=87&password=password,6,6,30,30.057345832271192,28.645967016927898,31.300212984206155,762.0,0.019955684827294984,0.019955684827294984,31,31,31,31,31,31,31,31,31,31,31
POST,/loginAction?username=88&password=password,8,8,31,31.151976876572007,29.485576989827678,32.79972402378917,762.0,0.026607579769726646,0.026607579769726646,31,31,33,33,33,33,33,33,33,33,33
POST,/loginAction?username=89&password=password,6,6,30,30.358599503718626,27.485658996738493,33.37669599568471,762.0,0.019955684827294984,0.019955684827294984,31,31,31,31,33,33,33,33,33,33,33
POST,/loginAction?username=9&password=password,7,7,31,31.627115290445676,29.44402099819854,36.24769998714328,762.0,0.023281632298510813,0.023281632298510813,31,32,32,32,36,36,36,36,36,36,36
POST,/loginAction?username=90&password=password,6,6,30,29.781646163125213,27.792553999461234,31.553445995086804,762.0,0.019955684827294984,0.019955684827294984,30,30,31,31,32,32,32,32,32,32,32
POST,/loginAction?username=91&password=password,7,7,31,30.661219851546257,29.50702398084104,32.080703997053206,762.0,0.023281632298510813,0.023281632298510813,31,31,32,32,32,32,32,32,32,32,32
POST,/loginAction?username=92&password=password,7,7,31,30.357525575839514,27.94824101147242,32.703761011362076,762.0,0.023281632298510813,0.023281632298510813,31,31,31,31,33,33,33,33,33,33,33
POST,/loginAction?username=93&password=password,7,7,30,31.13735228128332,27.466443018056452,36.6657089907676,762.0,0.023281632298510813,0.023281632298510813,30,31,34,34,37,37,37,37,37,37,37
POST,/loginAction?username=94&password=password,10,10,31,31.149951097904705,29.461273981723934,32.888420013478026,762.0,0.03325947471215831,0.03325947471215831,31,32,32,33,33,33,33,33,33,33,33
POST,/loginAction?username=95&password=password,6,6,30,30.39106167367815,29.350619006436318,31.68814702075906,762.0,0.019955684827294984,0.019955684827294984,30,30,31,31,32,32,32,32,32,32,32
POST,/loginAction?username=96&password=password,7,7,30,29.886099422583356,27.548320998903364,32.26347599411383,762.0,0.023281632298510813,0.023281632298510813,30,30,31,31,32,32,32,32,32,32,32
POST,/loginAction?username=97&password=password,8,8,30,29.7665433754446,28.950867999810725,30.593814997700974,762.0,0.026607579769726646,0.026607579769726646,30,30,30,30,31,31,31,31,31,31,31
POST,/loginAction?username=98&password=password,9,9,31,49.97122489536802,29.93338499800302,195.47483301721513,762.0,0.029933527240942476,0.029933527240942476,31,31,35,35,200,200,200,200,200,200,200
POST,/loginAction?username=99&password=password,7,7,31,32.284839569391416,30.171496007824317,40.14488999382593,762.0,0.023281632298510813,0.023281632298510813,31,31,32,32,40,40,40,40,40,40,40
GET,/profile,654,654,30,31.603625223655765,27.25285800988786,287.4075370200444,758.0,2.1751696461751533,2.1751696461751533,30,31,31,32,33,34,36,42,290,290,290
,Aggregated,5189,4534,31,40.23868839065117,26.626105012837797,12788.719013973605,1787.6213143187513,17.258341428138944,15.079845834492575,31,31,32,33,73,79,86,96,290,13000,13000
