nb_calls,timestamp
2806,670155
2825,670156
2653,670157
2597,670158
2761,670159
3210,670160
2628,670161
2942,670162
2479,670163
2843,670164
3175,670165
2556,670166
3122,670167
2490,670168
2594,670169
2709,670170
3000,670171
2592,670172
2512,670173
2550,670174
2643,670175
2546,670176
2828,670177
2955,670178
2717,670179
2765,670180
2638,670181
2685,670182
2996,670183
2990,670184
2487,670185
2903,670186
2613,670187
2515,670188
2302,670189
2374,670190
2561,670191
2679,670192
3421,670193
2684,670194
2570,670195
2566,670196
2838,670197
2666,670198
2815,670199
2469,670200
2624,670201
2892,670202
2561,670203
2694,670204
2623,670205
3267,670206
2847,670207
2826,670208
2334,670209
2946,670210
2938,670211
2890,670212
2650,670213
2838,670214
2804,670215
2372,670216
2548,670217
2755,670218
2501,670219
2498,670220
2827,670221
2374,670222
3106,670223
2888,670224
2925,670225
2436,670226
3061,670227
2805,670228
2474,670229
2893,670230
2851,670231
2696,670232
2663,670233
2564,670234
2657,670235
2892,670236
2509,670237
2784,670238
2899,670239
2514,670240
2436,670241
2839,670242
3149,670243
2560,670244
3025,670245
3288,670246
2768,670247
2670,670248
2785,670249
2350,670250
2845,670251
2604,670252
2555,670253
2552,670254
2776,670255
2558,670256
2757,670257
2702,670258
2518,670259
2840,670260
3021,670261
2676,670262
2954,670263
2757,670264
3141,670265
2813,670266
2622,670267
2777,670268
3017,670269
2527,670270
2862,670271
2788,670272
2629,670273
2641,670274
2410,670275
3176,670276
2975,670277
2294,670278
2821,670279
2808,670280
2187,670281
2779,670282
2700,670283
2595,670284
2755,670285
2941,670286
2846,670287
3333,670288
2517,670289
2865,670290
2923,670291
2697,670292
2403,670293
2649,670294
2631,670295
2621,670296
2704,670297
2698,670298
2820,670299
2412,670300
2832,670301
2647,670302
2994,670303
2300,670304
2873,670305
2555,670306
2980,670307
2952,670308
2469,670309
2341,670310
2536,670311
2283,670312
2827,670313
2567,670314
2686,670315
3573,670316
2699,670317
2774,670318
2785,670319
2531,670320
2735,670321
2463,670322
3028,670323
2841,670324
2496,670325
2683,670326
3087,670327
2738,670328
2842,670329
2921,670330
2858,670331
3015,670332
2746,670333
2570,670334
2897,670335
2629,670336
2719,670337
3240,670338
2763,670339
2926,670340
2678,670341
3070,670342
2772,670343
2556,670344
2918,670345
2590,670346
3502,670347
3000,670348
2717,670349
3010,670350
2976,670351
3065,670352
3009,670353
2843,670354
2964,670355
2693,670356
2985,670357
2677,670358
3192,670359
2550,670360
2324,670361
2411,670362
3011,670363
2624,670364
2637,670365
2490,670366
2808,670367
2983,670368
3154,670369
3166,670370
2367,670371
3135,670372
2979,670373
2817,670374
2899,670375
2368,670376
3016,670377
2677,670378
2419,670379
2581,670380
2461,670381
3015,670382
2829,670383
2554,670384
2584,670385
2827,670386
2868,670387
3336,670388
3292,670389
3120,670390
3212,670391
2524,670392
3035,670393
2650,670394
2692,670395
2962,670396
2691,670397
2561,670398
2829,670399
2612,670400
2715,670401
2799,670402
2727,670403
2580,670404
3134,670405
2868,670406
3107,670407
2296,670408
3325,670409
3229,670410
3114,670411
2863,670412
3057,670413
3005,670414
2741,670415
2720,670416
2953,670417
2826,670418
2721,670419
2726,670420
2882,670421
2498,670422
2485,670423
2707,670424
2721,670425
2883,670426
3054,670427
3202,670428
2649,670429
3054,670430
2710,670431
2898,670432
2920,670433
2649,670434
2674,670435
2125,670436
2591,670437
2860,670438
2964,670439
2774,670440
2392,670441
3050,670442
2562,670443
2815,670444
2720,670445
2871,670446
3350,670447
2852,670448
3328,670449
3223,670450
2448,670451
2650,670452
2883,670453
2600,670454
2562,670455
2613,670456
3753,670457
3074,670458
3417,670459
2438,670460
2681,670461
2599,670462
2763,670463
2786,670464
2876,670465
2901,670466
3047,670467
2514,670468
2880,670469
2623,670470
2594,670471
2562,670472
3146,670473
2849,670474
3125,670475
3089,670476
2927,670477
2687,670478
2735,670479
2748,670480
2992,670481
2123,670482
3195,670483
2640,670484
2820,670485
3263,670486
2783,670487
3099,670488
3098,670489
2766,670490
2774,670491
3634,670492
3700,670493
2357,670494
2961,670495
2640,670496
2518,670497
2576,670498
2987,670499
2740,670500
2757,670501
2618,670502
3270,670503
2534,670504
3122,670505
2880,670506
2539,670507
2842,670508
3179,670509
2269,670510
2641,670511
2810,670512
2740,670513
2868,670514
2951,670515
3091,670516
2646,670517
3241,670518
2810,670519
2702,670520
2998,670521
2972,670522
2798,670523
2933,670524
2813,670525
2991,670526
2594,670527
2723,670528
3115,670529
2440,670530
2789,670531
2979,670532
3125,670533
2617,670534
2591,670535
2558,670536
2467,670537
2468,670538
2966,670539
3679,670540
3006,670541
2735,670542
2727,670543
2790,670544
2470,670545
2890,670546
3259,670547
2782,670548
3777,670549
2708,670550
2991,670551
2824,670552
2911,670553
2764,670554
3206,670555
2344,670556
2759,670557
2634,670558
2765,670559
2911,670560
3025,670561
2883,670562
3044,670563
2908,670564
2477,670565
3130,670566
3608,670567
2767,670568
2856,670569
2597,670570
2801,670571
3265,670572
3180,670573
2788,670574
2759,670575
3439,670576
2653,670577
3249,670578
2910,670579
2455,670580
3648,670581
2780,670582
2657,670583
2635,670584
2849,670585
2965,670586
2952,670587
2627,670588
3028,670589
2709,670590
2452,670591
3046,670592
2850,670593
2983,670594
2918,670595
2918,670596
3151,670597
2812,670598
2567,670599
3025,670600
2898,670601
2823,670602
3083,670603
2757,670604
2895,670605
2584,670606
2879,670607
2618,670608
3350,670609
2670,670610
2988,670611
2922,670612
2705,670613
2861,670614
3083,670615
2957,670616
2934,670617
2881,670618
2730,670619
2650,670620
2628,670621
3005,670622
3233,670623
2847,670624
2632,670625
2775,670626
3237,670627
2661,670628
3519,670629
2630,670630
3284,670631
2868,670632
3005,670633
2892,670634
2694,670635
2588,670636
2559,670637
2755,670638
3560,670639
3177,670640
2354,670641
2790,670642
2690,670643
2972,670644
3163,670645
3240,670646
2978,670647
2891,670648
2841,670649
2717,670650
2549,670651
3254,670652
2560,670653
2766,670654
2652,670655
2682,670656
3114,670657
3201,670658
2815,670659
3047,670660
2532,670661
2951,670662
2959,670663
2842,670664
2780,670665
2668,670666
2853,670667
2889,670668
3080,670669
2564,670670
2657,670671
2963,670672
2877,670673
2930,670674
2610,670675
2685,670676
2273,670677
2419,670678
2598,670679
2715,670680
2886,670681
2926,670682
3247,670683
2864,670684
2401,670685
3284,670686
2541,670687
2868,670688
2775,670689
2597,670690
2563,670691
2540,670692
2907,670693
2709,670694
2688,670695
3060,670696
2823,670697
2704,670698
2616,670699
2778,670700
2603,670701
3023,670702
2925,670703
2634,670704
2688,670705
2802,670706
2711,670707
2944,670708
3019,670709
2785,670710
2759,670711
2490,670712
2429,670713
3218,670714
3144,670715
2637,670716
2894,670717
2723,670718
2955,670719
3093,670720
3067,670721
3022,670722
2859,670723
2713,670724
2992,670725
2794,670726
2863,670727
3156,670728
3370,670729
2791,670730
3743,670731
3474,670732
2821,670733
2594,670734
2835,670735
2778,670736
3051,670737
2725,670738
3209,670739
2905,670740
2721,670741
2935,670742
3073,670743
3536,670744
2548,670745
3101,670746
2949,670747
3239,670748
2574,670749
2856,670750
2554,670751
2803,670752
3137,670753
3000,670754
2904,670755
2512,670756
2382,670757
3261,670758
2364,670759
2839,670760
2372,670761
2677,670762
3681,670763
2605,670764
2594,670765
2758,670766
2755,670767
2411,670768
2839,670769
3233,670770
3196,670771
2689,670772
3217,670773
2883,670774
2697,670775
2576,670776
2930,670777
2993,670778
2743,670779
2583,670780
2758,670781
3362,670782
2441,670783
2538,670784
2738,670785
2523,670786
2838,670787
3141,670788
2482,670789
2621,670790
3341,670791
2390,670792
2695,670793
2666,670794
3525,670795
2575,670796
2797,670797
2949,670798
2647,670799
2790,670800
2819,670801
2745,670802
2823,670803
3091,670804
2920,670805
2712,670806
3493,670807
2736,670808
2446,670809
2593,670810
3196,670811
2693,670812
2856,670813
3090,670814
3185,670815
2786,670816
2823,670817
2700,670818
3099,670819
2342,670820
2849,670821
3058,670822
2819,670823
2523,670824
2857,670825
2723,670826
2907,670827
2755,670828
3100,670829
2814,670830
2831,670831
2861,670832
3559,670833
3321,670834
2982,670835
2492,670836
2836,670837
3186,670838
2809,670839
2485,670840
2787,670841
2698,670842
2894,670843
2452,670844
2356,670845
2682,670846
2645,670847
2642,670848
2763,670849
2529,670850
2634,670851
2999,670852
2684,670853
2492,670854
2580,670855
2488,670856
2654,670857
3244,670858
2981,670859
2822,670860
2624,670861
3726,670862
2639,670863
2801,670864
2556,670865
2335,670866
2784,670867
2573,670868
2785,670869
2730,670870
2895,670871
2719,670872
3896,670873
2807,670874
3408,670875
2963,670876
2669,670877
2761,670878
3095,670879
2634,670880
2434,670881
2730,670882
2598,670883
2567,670884
2750,670885
2613,670886
2706,670887
2443,670888
2477,670889
2330,670890
3207,670891
3055,670892
2663,670893
2747,670894
2579,670895
2908,670896
2777,670897
2470,670898
2464,670899
2234,670900
2688,670901
2471,670902
2512,670903
2473,670904
3033,670905
2771,670906
2694,670907
2826,670908
3096,670909
2684,670910
2687,670911
3036,670912
2249,670913
2285,670914
2583,670915
2708,670916
3022,670917
2651,670918
2610,670919
2717,670920
3190,670921
2429,670922
3018,670923
2498,670924
2822,670925
2944,670926
2633,670927
3085,670928
3433,670929
3204,670930
2816,670931
2918,670932
2964,670933
3376,670934
2525,670935
3270,670936
2513,670937
2893,670938
2856,670939
2911,670940
2654,670941
2446,670942
2853,670943
3011,670944
2910,670945
3184,670946
2428,670947
3004,670948
2993,670949
2550,670950
3015,670951
3237,670952
2737,670953
3617,670954
2787,670955
2722,670956
2984,670957
2676,670958
2567,670959
2526,670960
2898,670961
2809,670962
2924,670963
2768,670964
2739,670965
2784,670966
3053,670967
2315,670968
2404,670969
2876,670970
2554,670971
2533,670972
2824,670973
2693,670974
3249,670975
3135,670976
3025,670977
3017,670978
3173,670979
2917,670980
2997,670981
2499,670982
3068,670983
2934,670984
3207,670985
2754,670986
2906,670987
3044,670988
2546,670989
2780,670990
2518,670991
3133,670992
3227,670993
3398,670994
2648,670995
2813,670996
3109,670997
3103,670998
2811,670999
3059,671000
3010,671001
3028,671002
2757,671003
2984,671004
2671,671005
3007,671006
3124,671007
2878,671008
2772,671009
3064,671010
2816,671011
2601,671012
2613,671013
2737,671014
2813,671015
3095,671016
2560,671017
2513,671018
2686,671019
2932,671020
3061,671021
2727,671022
2817,671023
3091,671024
3249,671025
2915,671026
2831,671027
2926,671028
3007,671029
3225,671030
2671,671031
2551,671032
2646,671033
2921,671034
2908,671035
2492,671036
2596,671037
2820,671038
2652,671039
2856,671040
3398,671041
2859,671042
2811,671043
2616,671044
2628,671045
3458,671046
2907,671047
2824,671048
3030,671049
3142,671050
3022,671051
3124,671052
3201,671053
2708,671054
3030,671055
2635,671056
3374,671057
2568,671058
2486,671059
2934,671060
2908,671061
2567,671062
3135,671063
2578,671064
2568,671065
2703,671066
2587,671067
3347,671068
2659,671069
2352,671070
2386,671071
2485,671072
2882,671073
2614,671074
3103,671075
2779,671076
2799,671077
3867,671078
2339,671079
3287,671080
3327,671081
2681,671082
2835,671083
2652,671084
2770,671085
2694,671086
3219,671087
2875,671088
2948,671089
2581,671090
2803,671091
3072,671092
2786,671093
2712,671094
2976,671095
3171,671096
3218,671097
2769,671098
2741,671099
3404,671100
3208,671101
3692,671102
3240,671103
3370,671104
2948,671105
2721,671106
3149,671107
2730,671108
2870,671109
2870,671110
2731,671111
2778,671112
3422,671113
3058,671114
2983,671115
2899,671116
2913,671117
2731,671118
2914,671119
2788,671120
2706,671121
3229,671122
2830,671123
2706,671124
2451,671125
2761,671126
2753,671127
2649,671128
2974,671129
2808,671130
2817,671131
3511,671132
2618,671133
3382,671134
3529,671135
3006,671136
2919,671137
2630,671138
3176,671139
2797,671140
3547,671141
2784,671142
2996,671143
2639,671144
2464,671145
2801,671146
2766,671147
3243,671148
2790,671149
3200,671150
2762,671151
3526,671152
2668,671153
2864,671154
2518,671155
2797,671156
2530,671157
2804,671158
2477,671159
2643,671160
2519,671161
2965,671162
2885,671163
3381,671164
3209,671165
3109,671166
2907,671167
3654,671168
2582,671169
2680,671170
2729,671171
2814,671172
2954,671173
2838,671174
3093,671175
2710,671176
2756,671177
2859,671178
2691,671179
2765,671180
2557,671181
2622,671182
2807,671183
2722,671184
2720,671185
2820,671186
3052,671187
3404,671188
2374,671189
3044,671190
2858,671191
3864,671192
3169,671193
2646,671194
2924,671195
2471,671196
3233,671197
3096,671198
2640,671199
2462,671200
2657,671201
2735,671202
2396,671203
2458,671204
2889,671205
2620,671206
2697,671207
2467,671208
2641,671209
2854,671210
3255,671211
2757,671212
3022,671213
2935,671214
2870,671215
2787,671216
2749,671217
3381,671218
2848,671219
2707,671220
2576,671221
2977,671222
3225,671223
2594,671224
2827,671225
2954,671226
2792,671227
2814,671228
2875,671229
3138,671230
2634,671231
2417,671232
3138,671233
2988,671234
3316,671235
3231,671236
2591,671237
2555,671238
2607,671239
3767,671240
3050,671241
2866,671242
2705,671243
2440,671244
3245,671245
2524,671246
2467,671247
3021,671248
2475,671249
2950,671250
2995,671251
2587,671252
3209,671253
3250,671254
2865,671255
2904,671256
2741,671257
3508,671258
2667,671259
2914,671260
3293,671261
2662,671262
3124,671263
3270,671264
2984,671265
2714,671266
3257,671267
3133,671268
3226,671269
2651,671270
2785,671271
2320,671272
2777,671273
2876,671274
3065,671275
2771,671276
2797,671277
2787,671278
3062,671279
3030,671280
2890,671281
3062,671282
2475,671283
3131,671284
2950,671285
3161,671286
3109,671287
4022,671288
2842,671289
2791,671290
2856,671291
3019,671292
2563,671293
2610,671294
2700,671295
3009,671296
2764,671297
2835,671298
2874,671299
2661,671300
2347,671301
2788,671302
3006,671303
2942,671304
2771,671305
3031,671306
3000,671307
2750,671308
2712,671309
2954,671310
2843,671311
3508,671312
2875,671313
2557,671314
2719,671315
2574,671316
2273,671317
2572,671318
2848,671319
2357,671320
3073,671321
2779,671322
2910,671323
2819,671324
2385,671325
2890,671326
2871,671327
2658,671328
2979,671329
2669,671330
3006,671331
2826,671332
3248,671333
2429,671334
3029,671335
2458,671336
2579,671337
2628,671338
2912,671339
2715,671340
3608,671341
3124,671342
2752,671343
2555,671344
2817,671345
2461,671346
2419,671347
2807,671348
2913,671349
2813,671350
2787,671351
2875,671352
2845,671353
2630,671354
2685,671355
2830,671356
3967,671357
2755,671358
3006,671359
3155,671360
3132,671361
2593,671362
2840,671363
2478,671364
3312,671365
2728,671366
2868,671367
2898,671368
2669,671369
2827,671370
3139,671371
3098,671372
2877,671373
2757,671374
2878,671375
2617,671376
2770,671377
2783,671378
2510,671379
3169,671380
2649,671381
3005,671382
2607,671383
2725,671384
2613,671385
2787,671386
2471,671387
2485,671388
3080,671389
2688,671390
3108,671391
2811,671392
2991,671393
2478,671394
3014,671395
3259,671396
2781,671397
2490,671398
2598,671399
2160,671400
3021,671401
2658,671402
2770,671403
3403,671404
2642,671405
3239,671406
3069,671407
2564,671408
2680,671409
2835,671410
2538,671411
3343,671412
2338,671413
2958,671414
2668,671415
2444,671416
2349,671417
2314,671418
2664,671419
2868,671420
3202,671421
2521,671422
2960,671423
2948,671424
2879,671425
2174,671426
3207,671427
2925,671428
3147,671429
2691,671430
2640,671431
3225,671432
2462,671433
2669,671434
2695,671435
2795,671436
2463,671437
2649,671438
2926,671439
2441,671440
2623,671441
2794,671442
2591,671443
2654,671444
2583,671445
2608,671446
3050,671447
2850,671448
3081,671449
2514,671450
2903,671451
3217,671452
2674,671453
2549,671454
2624,671455
2736,671456
2808,671457
2578,671458
2912,671459
3018,671460
2699,671461
2637,671462
3081,671463
2422,671464
2684,671465
3666,671466
2748,671467
2680,671468
2519,671469
2651,671470
2796,671471
2977,671472
2581,671473
3261,671474
3047,671475
3034,671476
3063,671477
2881,671478
2902,671479
2408,671480
3195,671481
3022,671482
2820,671483
2940,671484
2573,671485
2541,671486
2991,671487
3407,671488
2861,671489
2729,671490
2651,671491
2853,671492
2818,671493
2755,671494
2860,671495
2500,671496
2679,671497
2505,671498
2790,671499
3040,671500
2961,671501
2659,671502
3073,671503
2654,671504
3128,671505
2906,671506
2569,671507
2744,671508
3178,671509
2955,671510
2500,671511
2565,671512
2790,671513
2558,671514
2838,671515
3113,671516
2958,671517
2798,671518
2843,671519
3023,671520
2751,671521
2682,671522
2847,671523
2537,671524
2813,671525
2947,671526
3221,671527
2996,671528
2978,671529
2570,671530
2837,671531
2529,671532
2678,671533
2678,671534
3043,671535
2866,671536
3145,671537
2551,671538
2873,671539
2764,671540
3432,671541
3311,671542
2805,671543
3217,671544
2413,671545
2760,671546
2672,671547
2908,671548
3184,671549
2824,671550
2826,671551
3001,671552
3269,671553
3146,671554
2901,671555
2928,671556
3030,671557
3204,671558
3198,671559
2895,671560
3060,671561
2941,671562
2815,671563
2826,671564
2772,671565
3472,671566
2714,671567
2886,671568
2804,671569
2756,671570
2892,671571
2759,671572
3496,671573
2968,671574
2533,671575
2962,671576
3087,671577
3293,671578
2789,671579
2974,671580
3289,671581
2843,671582
2721,671583
2781,671584
2799,671585
2487,671586
2782,671587
2386,671588
2867,671589
3397,671590
2895,671591
2952,671592
2908,671593
3634,671594
3098,671595
2766,671596
3131,671597
3425,671598
2528,671599
2909,671600
3135,671601
2602,671602
2663,671603
3357,671604
2878,671605
2724,671606
2861,671607
2606,671608
2712,671609
2849,671610
2552,671611
2562,671612
2538,671613
2872,671614
2619,671615
3162,671616
3084,671617
2991,671618
2670,671619
2805,671620
3004,671621
3513,671622
2577,671623
2728,671624
2882,671625
2927,671626
3147,671627
3035,671628
3012,671629
2631,671630
2961,671631
2651,671632
3262,671633
2442,671634
3078,671635
3019,671636
2705,671637
2724,671638
3098,671639
2967,671640
2866,671641
2782,671642
2810,671643
2851,671644
3173,671645
2935,671646
2845,671647
3548,671648
2903,671649
3005,671650
2713,671651
2883,671652
2992,671653
2351,671654
2632,671655
2749,671656
2954,671657
2661,671658
2678,671659
3077,671660
2251,671661
2876,671662
2904,671663
2529,671664
2715,671665
2775,671666
2972,671667
2640,671668
2440,671669
3075,671670
3047,671671
2736,671672
2771,671673
2738,671674
2928,671675
2955,671676
3027,671677
2552,671678
2713,671679
2393,671680
2862,671681
2769,671682
2824,671683
2655,671684
2996,671685
2822,671686
3375,671687
2850,671688
2611,671689
2454,671690
2749,671691
3060,671692
3009,671693
2629,671694
2649,671695
2643,671696
2762,671697
2824,671698
2589,671699
2935,671700
2603,671701
2649,671702
3751,671703
3043,671704
2670,671705
2833,671706
2954,671707
2922,671708
3172,671709
2919,671710
2991,671711
2507,671712
2879,671713
2984,671714
2905,671715
2931,671716
2582,671717
2679,671718
2583,671719
2908,671720
2468,671721
3616,671722
2985,671723
2845,671724
2796,671725
2782,671726
2868,671727
2590,671728
2904,671729
2860,671730
3113,671731
3037,671732
2803,671733
3397,671734
3083,671735
2606,671736
3131,671737
2828,671738
3216,671739
3348,671740
3545,671741
2825,671742
2948,671743
3071,671744
2874,671745
2507,671746
2865,671747
2578,671748
2862,671749
2596,671750
2685,671751
2998,671752
2621,671753
2432,671754
3184,671755
2474,671756
2591,671757
2806,671758
2643,671759
2578,671760
3342,671761
3047,671762
2820,671763
2481,671764
2836,671765
2798,671766
3303,671767
2730,671768
2903,671769
2468,671770
2807,671771
2667,671772
2688,671773
2864,671774
3014,671775
2835,671776
3067,671777
2554,671778
3230,671779
2654,671780
2660,671781
2858,671782
3105,671783
2628,671784
2939,671785
2354,671786
2643,671787
3095,671788
3088,671789
2714,671790
2863,671791
2600,671792
2572,671793
2859,671794
2726,671795
2962,671796
2505,671797
3253,671798
3845,671799
3228,671800
2593,671801
3037,671802
2814,671803
2674,671804
2889,671805
3135,671806
2722,671807
2710,671808
2743,671809
3772,671810
2692,671811
2852,671812
3288,671813
3235,671814
3043,671815
2733,671816
2699,671817
2625,671818
2953,671819
2674,671820
3119,671821
2845,671822
3520,671823
3272,671824
2703,671825
2605,671826
2577,671827
3536,671828
2478,671829
2731,671830
2579,671831
2855,671832
2747,671833
2367,671834
3001,671835
2811,671836
2557,671837
2567,671838
3010,671839
2625,671840
2697,671841
3196,671842
2924,671843
3011,671844
2399,671845
2513,671846
3046,671847
2792,671848
2769,671849
3300,671850
3002,671851
2349,671852
2905,671853
3402,671854
2747,671855
2869,671856
2800,671857
2916,671858
2966,671859
3019,671860
3549,671861
2978,671862
2638,671863
2838,671864
2671,671865
2980,671866
2561,671867
2865,671868
2605,671869
3077,671870
3181,671871
2443,671872
3003,671873
2843,671874
2850,671875
2926,671876
3121,671877
2864,671878
2842,671879
2697,671880
2669,671881
2117,671882
2979,671883
2780,671884
3203,671885
2831,671886
2449,671887
3107,671888
2676,671889
2500,671890
2905,671891
4056,671892
3040,671893
2771,671894
2620,671895
2990,671896
2584,671897
2585,671898
2714,671899
2768,671900
2584,671901
2813,671902
3018,671903
2881,671904
3065,671905
2720,671906
2851,671907
2615,671908
3027,671909
2487,671910
2579,671911
2600,671912
3126,671913
2679,671914
3420,671915
2422,671916
3214,671917
2981,671918
2928,671919
2609,671920
2611,671921
2869,671922
3091,671923
2724,671924
3099,671925
3043,671926
3277,671927
3809,671928
